Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Instrument
975122,JM Financial Home Loans Limited,JMFHL28923,JM Financial Home Loans Ltd,Active,F ,50000.00,INE01A207138,Debentures and Bonds,,,,,
975124,Tata Power Co. Ltd,772TPCL32,Tata Power Co Ltd,Active,F ,100000.00,INE245A08273,Debentures and Bonds,,,,,
975128,Shriram Finance Limited,875SHFL26,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RQ0,Debentures and Bonds,,,,,
975129,Shriram Finance Limited,875SFLTD26,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RR8,Debentures and Bonds,,,,,
975130,Samvardhana Motherson International Limited,810SMIL28,Samvardhana Motherson International Ltd,Active,F ,100000.00,INE775A08097,Debentures and Bonds,,,,,
975134,DHRUVA XXI 2023,910DXX29,DHRUVA XXI 2023,Active,F ,5000000.00,INE0REI15019,Debentures and Bonds,,,,,
975136,SANSAR TRUST SEP 2023 IX,875STSIX28,STS23IX-8.75%-18-10-28-PTC,Active,F ,343888.44,INE0REK15015,Debentures and Bonds,,,,,
975145,Sheela Foam Limited,845SFL26,Sheela Foam Ltd,Active,F ,100000.00,INE916U08012,Debentures and Bonds,,,,,
975147,Sheela Foam Limited,845SFL26A,Sheela Foam Ltd,Active,F ,100000.00,INE916U08038,Debentures and Bonds,,,,,
975149,PURVA SAPPHIRE LAND PRIVATE LTD,PSLPLZC29,PURVA SAPPHIRE LAND Pvt LTD,Active,F ,100000.00,INE0POA08014,Debentures and Bonds,,,,,
975150,Chaitanya India Fin Credit Private Limited,1010CIFC26,Chaitanya India Fin Credit Pvt Ltd,Active,F ,33333.33,INE140R07181,Debentures and Bonds,,,,,
975152,POWER GRID CORPORATION OF INDIA LIMITED,770PGCIL33,POWER GRID CORPORATION OF INDIA Ltd,Active,F ,80000.00,INE752E08718,Debentures and Bonds,,,,,
975153,Indian Renewable Energy Development Agency Limited,775IREDA33,Indian Renewable Energy Development Agency Ltd,Active,F ,100000.00,INE202E08136,Debentures and Bonds,,,,,
975155,Kotak Mahindra Prime Limited,810KMPL26,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SK5,Debentures and Bonds,,,,,
975158,Bajaj Finance Limited,8BFL28,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07SQ1,Debentures and Bonds,,,,,
975161,STAR HOUSING FINANCE LIMITED,1310SHFL27,STAR HOUSING FINANCE Ltd,Active,F ,30952.39,INE526R07017,Debentures and Bonds,,,,,
975164,India Infrastructure Finance Company Limited,769IIFC38,India Infrastructure Finance Company Ltd,Active,F ,100000.00,INE787H08071,Debentures and Bonds,,,,,
975168,Kotak Mahindra Investments Limited,82185KMI26,Kotak Mahindra Investments Ltd,Active,F ,100000.00,INE975F07IO5,Debentures and Bonds,,,,,
975169,Provident Cedar Private Limited,PCPLZC28,Provident Cedar Pvt Ltd,Active,F ,100000.00,INE0NF907023,Debentures and Bonds,,,,,
975171,Axis Finance Limited,825AFL33,Axis Finance Ltd,Active,F ,100000.00,INE891K08166,Debentures and Bonds,,,,,
975172,Lendingkart Finance Limited,1195LFL26,Lendingkart Finance Ltd,Active,F ,25000.00,INE090W07618,Debentures and Bonds,,,,,
975175,India Infradebt Limited,810IIL35,India Infradebt Ltd,Active,F ,100000.00,INE537P07737,Debentures and Bonds,,,,,
975176,Aditya Birla Housing Finance Limited,813ABHF28,Aditya Birla Housing Finance Ltd,Active,F ,100000.00,INE831R07409,Debentures and Bonds,,,,,
975179,SATIN CREDITCARE NETWORK LIMITED,13SCNL26,SATIN CREDITCARE NETWORK Ltd,Active,F ,100000.00,INE836B07790,Debentures and Bonds,,,,,
975180,State Bank Of India,781SBI38,State Bank Of India,Active,F ,10000000.00,INE062A08405,Debentures and Bonds,,,,,
975182,JM Financial Home Loans Limited,8860JFHL26,JM Financial Home Loans Ltd,Active,F ,100000.00,INE01A207146,Debentures and Bonds,,,,,
975184,Mahanagar Telephone Nigam Ltd.,78MTNL33A,Mahanagar Telephone Nigam Ltd,Active,F ,100000.00,INE153A08170,Debentures and Bonds,,,,,
975186,Tyger Capital Private Limited,965TCPL26,Tyger Capital Private Ltd,Active,F ,100000.00,INE01EQ07087,Debentures and Bonds,,,,,
975187,Pahal Financial Services Private Limited,1330PFSP26,Pahal Financial Services Pvt Ltd,Active,F ,100000.00,INE514Q07304,Debentures and Bonds,,,,,
975188,JM FINANCIAL PRODUCTS LIMITED,8995JMFP26,JM FINANCIAL PRODUCTS Ltd,Active,F ,100000.00,INE523H07CA1,Debentures and Bonds,,,,,
975189,SK Finance Limited,925SKFL26,SK Finance Ltd,Active,F ,100000.00,INE124N07671,Debentures and Bonds,,,,,
975190,REC LIMITED,777REC26,REC Ltd,Active,F ,100000.00,INE020B08EP3,Debentures and Bonds,,,,,
975191,REC LIMITED,771REC33,REC Ltd,Active,F ,100000.00,INE020B08EQ1,Debentures and Bonds,,,,,
975193,Reliance Industries Ltd,779RIL33,Reliance Industries Ltd,Active,F ,100000.00,INE002A07809,Debentures and Bonds,,,,,
975195,Kotak Mahindra Prime Limited,809KMPL26,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SL3,Debentures and Bonds,,,,,
975196,SANSAR TRUST NOV 2023 II,875ST28,SANSAR TRUST NOV 2023 II,Active,F ,0.89,INE0RVR15014,Debentures and Bonds,,,,,
975199,Kotak Mahindra Investments Limited,81929KMI27,Kotak Mahindra Investments Ltd,Active,F ,100000.00,INE975F07IP2,Debentures and Bonds,,,,,
975200,JM FINANCIAL PRODUCTS LIMITED,892JMFPL26,JM FINANCIAL PRODUCTS Ltd,Active,F ,100000.00,INE523H07CB9,Debentures and Bonds,,,,,
975201,GMR GOA INTERNATIONAL AIRPORT LIMITED,10GGIAL43,GMR GOA INTERNATIONAL AIRPORT Ltd,Active,F ,100000.00,INE735X08051,Debentures and Bonds,,,,,
975202,PAISALO DIGITAL LIMITED,995PDLL26,PAISALO DIGITAL Ltd,Active,F ,100000.00,INE420C07056,Debentures and Bonds,,,,,
975203,HDB FINANCIAL SERVICES LIMITED,81293HDB28,HDB FINANCIAL SERVICES Ltd,Active,F ,100000.00,INE756I07EW5,Debentures and Bonds,,,,,
975206,ARKA FINCAP LIMITED,1075ARKA29,ARKA FINCAP Ltd,Active,F ,100000.00,INE03W108023,Debentures and Bonds,,,,,
975208,Axis Finance Limited,810AFL28,Axis Finance Ltd,Active,F ,100000.00,INE891K07895,Debentures and Bonds,,,,,
975212,Shriram Finance Limited,880SFL33,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RT4,Debentures and Bonds,,,,,
975213,Shriram Finance Limited,890SFL28,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RS6,Debentures and Bonds,,,,,
975214,Indian Railway Finance Corporation,768IRFC26,Indian Railway Finance Corporation,Active,F ,100000.00,INE053F08338,Debentures and Bonds,,,,,
975217,Gera Developments Private Limited,960GDL26,Gera Developments Pvt Ltd,Active,F ,100000.00,INE965R07330,Debentures and Bonds,,,,,
975218,REC LIMITED,780REC26,REC Ltd,Active,F ,100000.00,INE020B08ES7,Debentures and Bonds,,,,,
975219,REC LIMITED,771REC33A,REC Ltd,Active,F ,100000.00,INE020B08ER9,Debentures and Bonds,,,,,
975223,Auxilo Finserve Private Limited,990AUXI26,Auxilo Finserve Pvt Ltd,Active,F ,100000.00,INE605Y07130,Debentures and Bonds,,,,,
975225,ALPHA YIELD O23,1250AYO27,ALPHA YIELD O23,Active,F ,91750.00,INE0RV815016,Debentures and Bonds,,,,,
975226,Power Finance Corporation Ltd,77PFCL33,Power Finance Corporation Ltd,Active,F ,100000.00,INE134E08MU9,Debentures and Bonds,,,,,
975229,SATYA MICROCAPITAL LIMITED ,1420SML29,SATYA MICROCAPITAL Ltd,Active,F ,100000.00,INE982X08091,Debentures and Bonds,,,,,
975230,Jana Capital Limited,JCL301123,Jana Capital Ltd,Active,F ,100000.00,INE028U08040,Debentures and Bonds,,,,,
975231,Hinduja Leyland Finance Limited,940HLFL31,Hinduja Leyland Finance Ltd,Active,F ,100000.00,INE146O08241,Debentures and Bonds,,,,,
975232,Bank Of Baroda,768BOB33,Bank Of Baroda,Active,F ,100000.00,INE028A08307,Debentures and Bonds,,,,,
975234,DME Development Limited,774DDL38,DME Development Ltd,Active,F ,100000.00,INE0J7Q07231,Debentures and Bonds,,,,,
975235,ANNAPURNA FINANCE PRIVATE LIMITED,1225AFPL29,ANNAPURNA FINANCE Pvt Ltd,Active,F ,100000.00,INE515Q08242,Debentures and Bonds,,,,,
975236,MAS Financial Services Limited,1075MFSL29,MAS Financial Services Ltd,Active,F ,100000.00,INE348L08108,Debentures and Bonds,,,,,
975238,India Infrastructure Finance Company Limited,767IIFCL38,India Infrastructure Finance Company Ltd,Active,F ,100000.00,INE787H08089,Debentures and Bonds,,,,,
975239,Navi Finserv Limited,1025NFL26,Navi Finserv Ltd,Active,F ,100000.00,INE342T07429,Debentures and Bonds,,,,,
975240,VAJRA 003 TRUST,975VAJRA29,VAJRA 003 TRUST,Active,F ,10000000.00,INE0S9015015,Debentures and Bonds,,,,,
975242,REC LIMITED,767REC38,REC Ltd,Active,F ,100000.00,INE020B08EU3,Debentures and Bonds,,,,,
975244,SANSAR TRUST NOV 2023 IV,880STNIV29,SANSAR TRUST NOV 2023 IV,Active,F ,0.17,INE0SAI15015,Debentures and Bonds,,,,,
975245,Bank of maharashtra,799BOM33,Bank of maharashtra,Active,F ,10000000.00,INE457A08159,Debentures and Bonds,,,,,
975246,Five-Star Business Finance Ltd.,950FSBFL26,Five-Star Business Finance Ltd,Active,F ,100000.00,INE128S07606,Debentures and Bonds,,,,,
975247,Power Finance Corporation Ltd,769PFCL38,Power Finance Corporation Ltd,Active,F ,100000.00,INE134E08MV7,Debentures and Bonds,,,,,
975248,Indian Railway Finance Corporation,767IRFC33,Indian Railway Finance Corporation,Active,F ,100000.00,INE053F08346,Debentures and Bonds,,,,,
975249,Kotak Mahindra Prime Limited,820KMPL28,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SM1,Debentures and Bonds,,,,,
975250,HDB FINANCIAL SERVICES LIMITED,85HFSLPER,HDB FINANCIAL SERVICES Ltd,Active,F ,10000000.00,INE756I08249,Debentures and Bonds,,,,,
975251,PAISALO DIGITAL LIMITED,995PDL33,PAISALO DIGITAL Ltd,Active,F ,100000.00,INE420C07064,Debentures and Bonds,,,,,
975253,Hinduja Leyland Finance Limited,880HLFL26,Hinduja Leyland Finance Ltd,Active,F ,100000.00,INE146O07490,Debentures and Bonds,,,,,
975254,Damji Shamji Realty Private Limited,DSRPLZC26,Damji Shamji Realty Pvt Ltd,Active,F ,36317.00,INE815R07022,Debentures and Bonds,,,,,
975255,HDFC Bank Ltd.,771HDFCB33,HDFC Bank Ltd,Active,F ,100000.00,INE040A08AJ4,Debentures and Bonds,,,,,
975257,Auxilo Finserve Private Limited,990AUXI26A,Auxilo Finserve Pvt Ltd,Active,F ,100000.00,INE605Y07148,Debentures and Bonds,,,,,
975259,Shriram Finance Limited,923SFL27,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RV0,Debentures and Bonds,,,,,
975260,National Bank for Agriculture and Rural Development,765NABAR34,National Bank for Agriculture and Rural Development,Active,F ,100000.00,INE261F08EE8,Debentures and Bonds,,,,,
975261,Bank Of Baroda,775BOB33,Bank Of Baroda,Active,F ,10000000.00,INE028A08315,Debentures and Bonds,,,,,
975262,National Bank for Financing Infrastructure and Development,765NBFID38,National Bank for Financing Infrastructure and Development,Active,F ,100000.00,INE0KUG08027,Debentures and Bonds,,,,,
975263,HDB FINANCIAL SERVICES LIMITED,840HDBFS33,HDB FINANCIAL SERVICES Ltd,Active,F ,100000.00,INE756I08256,Debentures and Bonds,,,,,
975264,MUTHOOT FINCORP LIMITED,975MFL28,MUTHOOT FINCORP Ltd,Active,F ,100000.00,INE549K07DB6,Debentures and Bonds,,,,,
975265,Indian Renewable Energy Development Agency Limited,768IREDA33,Indian Renewable Energy Development Agency Ltd,Active,F ,100000.00,INE202E08144,Debentures and Bonds,,,,,
975266,WATERMARKE ESTATES PRIVATE LIMITED,1750WEPL28,WATERMARKE ESTATES Pvt Ltd,Active,F ,46875.00,INE07J407014,Debentures and Bonds,,,,,
975267,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,895KIIFB27,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08086,Debentures and Bonds,,,,,
975268,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,895KIIFB28,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08128,Debentures and Bonds,,,,,
975269,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,895KIIFB29,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08110,Debentures and Bonds,,,,,
975270,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,895KIIFB30,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08102,Debentures and Bonds,,,,,
975271,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,895KIIFB32,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08144,Debentures and Bonds,,,,,
975272,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,895KIIFB33,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08136,Debentures and Bonds,,,,,
975273,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,895KIIFB31,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08094,Debentures and Bonds,,,,,
975275,VERITAS FINANCE LIMITED,975VFL27,Veritas Finance Ltd,Active,F ,50000.00,INE448U07216,Debentures and Bonds,,,,,
975276,Kolte-Patil Developers Ltd,KPDL221223,Kolte-Patil Developers Ltd,Active,F ,52718.00,INE094I07064,Debentures and Bonds,,,,,
975279,Bajaj Finance Limited,81BFL27,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07SR9,Debentures and Bonds,,,,,
975280,Electronica Finance Limited,13EFL29,Electronica Finance Ltd,Active,F ,100000.00,INE612U08041,Debentures and Bonds,,,,,
975281,Punjab National Bank,855PNBPER,Punjab National Bank,Active,F ,10000000.00,INE160A08290,Debentures and Bonds,,,,,
975282,Muthoot Capital Services Ltd.,10MCSL26,Muthoot Capital Services Ltd,Active,F ,100000.00,INE296G07135,Debentures and Bonds,,,,,
975283,Kotak Mahindra Investments Limited,824KMIL27,Kotak Mahindra Investments Ltd,Active,F ,100000.00,INE975F07IQ0,Debentures and Bonds,,,,,
975285,Light Microfinance Private Limited,145LMPF29,Light Microfinance Pvt Ltd,Active,F ,100000.00,INE366T08020,Debentures and Bonds,,,,,
975286,Magma General Insurance Limited,970MGIC33,Magma General Insurance Ltd,Active,F ,100000.00,INE312X08026,Debentures and Bonds,,,,,
975287,RenServ Global Private Limited,RSGPLMLD27,RenServ Global Pvt Ltd,Active,F ,100000.00,INE0AY207046,Debentures and Bonds,,,,,
975289,HDB FINANCIAL SERVICES LIMITED,845HFSLPER,HDB FINANCIAL SERVICES Ltd,Active,F ,10000000.00,INE756I08264,Debentures and Bonds,,,,,
975292,Credila Financial Services Limited,960CFSL29,Credila Financial Services Ltd,Active,F ,100000.00,INE539K08245,Debentures and Bonds,,,,,
975293,Axis Finance Limited,829AFL27,Axis Finance Ltd,Active,F ,100000.00,INE891K07903,Debentures and Bonds,,,,,
975294,JM Financial Home Loans Limited,JMFHRESE27,JM Financial Home Loans Ltd,Active,F ,50000.00,INE01A207153,Debentures and Bonds,,,,,
975295,Shriram Finance Limited,SFLTBIL26,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RW8,Debentures and Bonds,,,,,
975297,Vajra 004 Trust,995VT29,Vajra 004 Trust,Active,F ,100000.00,INE0SLB15025,Debentures and Bonds,,,,,
975298,HINDUJA HOUSING FINANCE LIMITED,965HHFL38,HINDUJA HOUSING FINANCE Ltd,Active,F ,100000.00,INE401Y08025,Debentures and Bonds,,,,,
975299,Tulip Growth 12 2023,1425TULI26,Tulip Growth 12 2023,Active,F ,6793.83,INE0SDO15017,Debentures and Bonds,,,,,
975304,JM FINANCIAL PRODUCTS LIMITED,91JMFPL27,JM FINANCIAL PRODUCTS Ltd,Active,F ,100000.00,INE523H07CC7,Debentures and Bonds,,,,,
975305,Shree Renuka Sugars Ltd.,945SRSL29,Shree Renuka Sugars Ltd,Active,F ,100000.00,INE087H08019,Debentures and Bonds,,,,,
975306,Hedge Finance Limited,1050HFL27B,Hedge Finance Ltd,Active,F ,100000.00,INE01ZK07KC5,Debentures and Bonds,,,,,
975307,Hedge Finance Limited,1025HF26,Hedge Finance Ltd,Active,F ,100000.00,INE01ZK07KD3,Debentures and Bonds,,,,,
975309,Shriram Finance Limited,875SFL34,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RX6,Debentures and Bonds,,,,,
975310,Altius Telecom Infrastructure Trust,840ATIT26,Altius Telecom Infrastructure Trust,Active,F ,100000.00,INE0BWS08019,Debentures and Bonds,,,,,
975312,Indian Renewable Energy Development Agency Limited,777IREDA27,Indian Renewable Energy Development Agency Ltd,Active,F ,100000.00,INE202E08151,Debentures and Bonds,,,,,
975313,Adani Ports and Special Economic Zone Ltd,870APSEZ29,Adani Ports and Special Economic Zone Ltd,Active,F ,100000.00,INE742F07528,Debentures and Bonds,,,,,
975314,Adani Ports and Special Economic Zone Ltd,880APSEZ34,Adani Ports and Special Economic Zone Ltd,Active,F ,100000.00,INE742F07536,Debentures and Bonds,,,,,
975315,POWER GRID CORPORATION OF INDIA LIMITED,765PGCIL34,POWER GRID CORPORATION OF INDIA Ltd,Active,F ,80000.00,INE752E08726,Debentures and Bonds,,,,,
975316,Kotak Infrastructure Debt Fund Limited,820KIDF30,Kotak Infrastructure Debt Fund Ltd,Active,F ,100000.00,INE905Y07118,Debentures and Bonds,,,,,
975317,Kotak Mahindra Prime Limited,820KMPL27,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SN9,Debentures and Bonds,,,,,
975318,SATIN CREDITCARE NETWORK LIMITED,1085SCNL26,SATIN CREDITCARE NETWORK Ltd,Active,F ,100000.00,INE836B07832,Debentures and Bonds,,,,,
975319,Axis Finance Limited,838AFL34,Axis Finance Ltd,Active,F ,100000.00,INE891K08174,Debentures and Bonds,,,,,
975321,DLF Cyber City Developers Limited,840DLFL27,DLF Cyber City Developers Ltd,Active,F ,100000.00,INE186K07098,Debentures and Bonds,,,,,
975323,THDC INDIA LIMITED ,793THDC34,THDC INDIA Ltd,Active,F ,100000.00,INE812V08037,Debentures and Bonds,,,,,
975325,REC LIMITED,771REC27,REC Ltd,Active,F ,100000.00,INE020B08EW9,Debentures and Bonds,,,,,
975326,REC LIMITED,764REC34,REC Ltd,Active,F ,100000.00,INE020B08EV1,Debentures and Bonds,,,,,
975328,Mahindra & Mahindra Financial Services Limited,835MMFSL34,Mahindra & Mahindra Financial Services Ltd,Active,F ,100000.00,INE774D08MW0,Debentures and Bonds,,,,,
975329,PAISALO DIGITAL LIMITED,995PDL34,PAISALO DIGITAL Ltd,Active,F ,100000.00,INE420C07080,Debentures and Bonds,,,,,
975330,Indian Railway Finance Corporation,757IRFC29,Indian Railway Finance Corporation,Active,F ,100000.00,INE053F08353,Debentures and Bonds,,,,,
975332,Shreshta Infra Projects Private Limited,15SIPPL27,Shreshta Infra Projects Pvt Ltd,Active,F ,19428.57,INE0CKK08019,Debentures and Bonds,,,,,
975333,Vertis Infrastructure Trust,834VIT27,Vertis Infrastructure Trust,Active,F ,100000.00,INE0KXY07034,Debentures and Bonds,,,,,
975334,Bajaj Housing Finance Limited,804BHFL27,Bajaj Housing Finance Ltd,Active,F ,100000.00,INE377Y07441,Debentures and Bonds,,,,,
975335,SATIN CREDITCARE NETWORK LIMITED,1275SCNL29,SATIN CREDITCARE NETWORK Ltd,Active,F ,100000.00,INE836B08285,Debentures and Bonds,,,,,
975336,Nuvama Wealth and Investment Limited,NWILZC27,Nuvama Wealth and Investment Ltd,Active,F ,100000.00,INE523L07AJ8,Debentures and Bonds,,,,,
975337,State Bank Of India,834SBIPERP,State Bank Of India,Active,F ,10000000.00,INE062A08413,Debentures and Bonds,,,,,
975339,Shriram Finance Limited,915SFL29,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RY4,Debentures and Bonds,,,,,
975340,Bajaj Finance Limited,810BFL29,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07ST5,Debentures and Bonds,,,,,
975341,Mahindra Rural Housing Finance Limited,845MRHF27,Mahindra Rural Housing Finance Ltd,Active,F ,100000.00,INE950O07438,Debentures and Bonds,,,,,
975342,ONGC Petro additions Limited.,829OPAL27,ONGC Petro additions Ltd,Active,F ,100000.00,INE163N08289,Debentures and Bonds,,,,,
975343,SBI CARDS AND PAYMENT SERVICES LIMITED,833SBICS34,SBI CARDS AND PAYMENT SERVICES Ltd,Active,F ,10000000.00,INE018E08342,Debentures and Bonds,,,,,
975344,DMI Finance Private Limited,980DFPL26,DMI Finance Pvt Ltd,Active,F ,20000.00,INE604O07183,Debentures and Bonds,,,,,
975345,Bank Of Baroda,757BOB24,Bank Of Baroda,Active,F ,100000.00,INE028A08323,Debentures and Bonds,,,,,
975346,TruCap Finance Limited,1340TCFL27,TruCap Finance Ltd,Active,F ,100000.00,INE615R07067,Debentures and Bonds,,,,,
975349,UGRO CAPITAL LIMITED,1025UCL26,UGRO CAPITAL Ltd,Active,F ,12500.00,INE583D08040,Debentures and Bonds,,,,,
975350,Mahindra & Mahindra Financial Services Limited,825MMFS27,Mahindra & Mahindra Financial Services Ltd,Active,F ,100000.00,INE774D07VE1,Debentures and Bonds,,,,,
975351,Axis Finance Limited,819AFL29,Axis Finance Ltd,Active,F ,100000.00,INE891K07929,Debentures and Bonds,,,,,
975353,PCBL Chemical Limited,879PCBL29,PCBL Chemical Ltd,Active,F ,70000.00,INE602A07020,Debentures and Bonds,,,,,
975354,AQUAPHARM CHEMICAL LIMITED,890ACL29,Aquapharm Chemical Ltd,Active,F ,70000.00,INE0SYQ07015,Debentures and Bonds,,,,,
975355,Aditya Birla Housing Finance Limited,8ABHF34,Aditya Birla Housing Finance Ltd,Active,F ,100000.00,INE831R07417,Debentures and Bonds,,,,,
975358,National Bank for Agriculture and Rural Development,768NABAR29,National Bank for Agriculture and Rural Development,Active,F ,100000.00,INE261F08EG3,Debentures and Bonds,,,,,
975361,AVIOM India Housing Finance Private Limited,1175AIHF27,AVIOM India Housing Finance Pvt Ltd,Active,F ,75000.00,INE0E2307195,Debentures and Bonds,,,,,
975362,Nuvama Wealth Finance Limited,NUVWEMCX27,Nuvama Wealth Finance Ltd,Active,F ,100000.00,INE918K07PD3,Debentures and Bonds,,,,,
975363,Plum24-7,93PLUM26,Plum24-7,Active,F ,1.00,INE0T7315019,Debentures and Bonds,,,,,
975364,HINDUJA HOUSING FINANCE LIMITED,885HHFL27,HINDUJA HOUSING FINANCE Ltd,Active,F ,100000.00,INE401Y07019,Debentures and Bonds,,,,,
975365,HINDUJA HOUSING FINANCE LIMITED,885HHFL27A,HINDUJA HOUSING FINANCE Ltd,Active,F ,100000.00,INE401Y07027,Debentures and Bonds,,,,,
975368,G R Infraprojects Limited,835GRIL29,G R Infraprojects Ltd,Active,F ,100000.00,INE201P08209,Debentures and Bonds,,,,,
975369,InCred Financial Services Limited,IFSLNIFT26,InCred Financial Services Ltd,Active,F ,100000.00,INE321N07384,Debentures and Bonds,,,,,
975370,KALPATARU PROJECTS INTERNATIONAL LIMITED,832KPIL27,KALPATARU PROJECTS INTERNATIONAL Ltd,Active,F ,100000.00,INE220B08126,Debentures and Bonds,,,,,
975371,POONAWALLA FINCORP LIMITED,838PWFL26,POONAWALLA FINCORP Ltd,Active,F ,100000.00,INE511C07797,Debentures and Bonds,,,,,
975373,Bajaj Finance Limited,787BFL34,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07SU3,Debentures and Bonds,,,,,
975374,Bajaj Finance Limited,782BFL34,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07SV1,Debentures and Bonds,,,,,
975375,SATYA MICROCAPITAL LIMITED ,1385SML29,SATYA MICROCAPITAL Ltd,Active,F ,100000.00,INE982X08109,Debentures and Bonds,,,,,
975376,Bajaj Housing Finance Limited,780BHFL34,Bajaj Housing Finance Ltd,Active,F ,100000.00,INE377Y07458,Debentures and Bonds,,,,,
975378,India Infradebt Limited,806IIL29,India Infradebt Ltd,Active,F ,100000.00,INE537P07745,Debentures and Bonds,,,,,
975381,Aditya Birla Capital Ltd,816ABCL29,Aditya Birla Capital Ltd ,Active,F ,100000.00,INE860H07IW8,Debentures and Bonds,,,,,
975382,Power Finance Corporation Ltd,788PFCPERP,Power Finance Corporation Ltd,Active,F ,10000000.00,INE134E08MW5,Debentures and Bonds,,,,,
975383,Motilal Oswal Finvest Limited,920MOFL34,Motilal Oswal Finvest Ltd,Active,F ,100000.00,INE01WN07110,Debentures and Bonds,,,,,
975384,JM Financial Credit Solutions Limited,930JFCL27,JM Financial Credit Solutions Ltd,Active,F ,100000.00,INE651J07986,Debentures and Bonds,,,,,
975385,JM Financial Credit Solutions Limited,930JFCL26,JM Financial Credit Solutions Ltd,Active,F ,100000.00,INE651J07978,Debentures and Bonds,,,,,
975386,JM Financial Credit Solutions Limited,930JFC26,JM Financial Credit Solutions Ltd,Active,F ,100000.00,INE651J07960,Debentures and Bonds,,,,,
975387,Kotak Mahindra Bank Ltd.,76KMBL31,Kotak Mahindra Bank Ltd,Active,F ,100000.00,INE237A08981,Debentures and Bonds,,,,,
975388,ICICI HOME FINANCE COMPANY LIMITED,804IHFCL29,ICICI HOME FINANCE COMPANY Ltd,Active,F ,100000.00,INE071G07652,Debentures and Bonds,,,,,
975389,ICICI HOME FINANCE COMPANY LIMITED,809IHFCL26,ICICI HOME FINANCE COMPANY Ltd,Active,F ,100000.00,INE071G07645,Debentures and Bonds,,,,,
975390,360 ONE Prime Limited,961360OPL27,360 ONE Prime Ltd,Active,F ,100000.00,INE248U07EZ1,Debentures and Bonds,,,,,
975392,ECap Equities Limited,EEL16224,ECap Equities Ltd,Active,F ,100000.00,INE468N07BB7,Debentures and Bonds,,,,,
975393,Indian Railway Finance Corporation,748IRFC34A,Indian Railway Finance Corporation,Active,F ,100000.00,INE053F08361,Debentures and Bonds,,,,,
975396,Bajaj Finance Limited,792BFL34,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07SW9,Debentures and Bonds,,,,,
975398,SAMUNNATI FINANCE PRIVATE LIMITED,127SFPL27,Samunnati Finance Private Ltd,Active,F ,100000.00,INE551U07266,Debentures and Bonds,,,,,
975399,IndiGrid Infrastructure Trust,788IGT29,India Grid Trust,Active,F ,100000.00,INE219X07439,Debentures and Bonds,,,,,
975400,IndiGrid Infrastructure Trust,788IGT2029,India Grid Trust,Active,F ,100000.00,INE219X07447,Debentures and Bonds,,,,,
975401,HDB FINANCIAL SERVICES LIMITED,82378HDB27,HDB FINANCIAL SERVICES Ltd,Active,F ,100000.00,INE756I07EX3,Debentures and Bonds,,,,,
975402,BOND BASKET 01 2024,11034BB26,BOND BASKET 01 2024,Active,F ,100000.00,INE0TN615018,Debentures and Bonds,,,,,
975403,Kotak Mahindra Prime Limited,8225KMPL27,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SO7,Debentures and Bonds,,,,,
975404,Kotak Mahindra Prime Limited,823KMPL26,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SP4,Debentures and Bonds,,,,,
