Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Instrument
975406,Power Finance Corporation Ltd,760PFC29,Power Finance Corporation Ltd,Active,F ,100000.00,INE134E08MX3,Debentures and Bonds,,,,,
975407,Power Finance Corporation Ltd,749PFC34,Power Finance Corporation Ltd,Active,F ,100000.00,INE134E08MY1,Debentures and Bonds,,,,,
975408,SBI General Insurance Company Limited,835SBIGI34,SBI General Insurance Company Ltd,Active,F ,100000.00,INE01MM08012,Debentures and Bonds,,,,,
975409,Bank Of Baroda,757BOB34,Bank Of Baroda,Active,F ,10000000.00,INE028A08331,Debentures and Bonds,,,,,
975410,Axis Finance Limited,814AFL29,Axis Finance Ltd,Active,F ,100000.00,INE891K07937,Debentures and Bonds,,,,,
975411,Aadhar Housing Finance Limited,865AHFL27,Aadhar Housing Finance Ltd,Active,F ,100000.00,INE883F07330,Debentures and Bonds,,,,,
975412,Ananya Finance For Inclusive Growth Private Limited,1325AFIP27,Ananya Finance For Inclusive Growth Pvt Ltd,Active,F ,100000.00,INE774L07081,Debentures and Bonds,,,,,
975413,Auxilo Finserve Private Limited,990AFPL27,Auxilo Finserve Pvt Ltd,Active,F ,100000.00,INE605Y07155,Debentures and Bonds,,,,,
975417,Indian Renewable Energy Development Agency Limited,759IREDA34,Indian Renewable Energy Development Agency Ltd,Active,F ,100000.00,INE202E08169,Debentures and Bonds,,,,,
975419,Nuvama Wealth and Investment Limited,NWIL22224,Nuvama Wealth and Investment Ltd,Active,F ,100000.00,INE523L07AK6,Debentures and Bonds,,,,,
975420,Provident Meryta Private Limited,0PMPL29,Provident Meryta Pvt Ltd,Active,F ,5000.00,INE0NF807025,Debentures and Bonds,,,,,
975422,REC LIMITED,764RL27,REC Ltd,Active,F ,100000.00,INE020B08EX7,Debentures and Bonds,,,,,
975423,REC LIMITED,747RL34,REC Ltd,Active,F ,100000.00,INE020B08EY5,Debentures and Bonds,,,,,
975424,DVARA KSHETRIYA GRAMIN FINANCIAL SERVICES PRIVATE LIMITED,1360DKGF27,DVARA KSHETRIYA GRAMIN FINANCIAL SERVICES Pvt Ltd,Active,F ,100000.00,INE179P07332,Debentures and Bonds,,,,,
975426,Credila Financial Services Limited,960CFSL34,Credila Financial Services Ltd,Active,F ,100000.00,INE539K08252,Debentures and Bonds,,,,,
975429,Ashiana Housing Limited,AHL22244,Ashiana Housing Ltd,Active,F ,100000.00,INE365D08067,Debentures and Bonds,,,,,
975430,AADHARSHILA INFRATECH PRIVATE LIMITED,AIPLREST29,AADHARSHILA INFRATECH Pvt Ltd,Active,F ,43047.50,INE0REQ08017,Debentures and Bonds,,,,,
975432,Mahindra Rural Housing Finance Limited,841MRHFL29,Mahindra Rural Housing Finance Ltd,Active,F ,100000.00,INE950O07446,Debentures and Bonds,,,,,
975433,Indian Railway Finance Corporation,744IRFC34,Indian Railway Finance Corporation,Active,F ,100000.00,INE053F08379,Debentures and Bonds,,,,,
975434,HDB FINANCIAL SERVICES LIMITED,833HFSL27,HDB FINANCIAL SERVICES Ltd,Active,F ,100000.00,INE756I07EY1,Debentures and Bonds,,,,,
975437,PAISALO DIGITAL LIMITED,995PDL34A,PAISALO DIGITAL Ltd,Active,F ,100000.00,INE420C07098,Debentures and Bonds,,,,,
975438,Aliens Developers Private Limited,0ADPL27,Aliens Developers Pvt Ltd,Active,F ,100000.00,INE223Y07025,Debentures and Bonds,,,,,
975442,SBI CARDS AND PAYMENT SERVICES LIMITED,829SBICP34,SBI CARDS AND PAYMENT SERVICES Ltd,Active,F ,10000000.00,INE018E08359,Debentures and Bonds,,,,,
975443,Aditya Birla Capital Ltd,ABCRESET27,Aditya Birla Capital Ltd ,Active,F ,100000.00,INE860H07IX6,Debentures and Bonds,,,,,
975445,IndoStar Capital Finance Limited,995ICFL26B,IndoStar Capital Finance Ltd,Active,F ,100000.00,INE896L07967,Debentures and Bonds,,,,,
975447,IndoStar Capital Finance Limited,995ICFL26C,IndoStar Capital Finance Ltd,Active,F ,100000.00,INE896L07975,Debentures and Bonds,,,,,
975449,ESAF Small Finance Bank Ltd,1110ESAF34,ESAF Small Finance Bank Ltd,Active,F ,100000.00,INE818W08107,Debentures and Bonds,,,,,
975452,Vajra 006 Trust,993V6T29,Vajra 006 Trust,Active,F ,100000.00,INE0TTV15024,Debentures and Bonds,,,,,
975453,MUTHOOT FINCORP LIMITED,1005MFL29B,MUTHOOT FINCORP Ltd,Active,F ,100000.00,INE549K08475,Debentures and Bonds,,,,,
975455,Aditya Birla Housing Finance Limited,820ABHF27,Aditya Birla Housing Finance Ltd,Active,F ,100000.00,INE831R07425,Debentures and Bonds,,,,,
975456,DME Development Limited,755DDL39,DME Development Ltd,Active,F ,100000.00,INE0J7Q07249,Debentures and Bonds,,,,,
975457,ADITYA BIRLA REAL ESTATE LIMITED,805ABREL27,Aditya Birla Real Estate Ltd,Active,F ,100000.00,INE055A08045,Debentures and Bonds,,,,,
975459,2024 PL Diana,98024PLD28,2024PLD-9.80%-18-4-28-PTC,Active,F ,1.00,INE0TWW15018,Debentures and Bonds,,,,,
975462,Mahanagar Telephone Nigam Ltd.,751MTNL34,Mahanagar Telephone Nigam Ltd,Active,F ,100000.00,INE153A08188,Debentures and Bonds,,,,,
975464,Indian Renewable Energy Development Agency Limited,753IRED34,Indian Renewable Energy Development Agency Ltd,Active,F ,100000.00,INE202E08177,Debentures and Bonds,,,,,
975467,Shriram Finance Limited,91SFL27A,Shriram Finance Ltd,Active,F ,100000.00,INE721A07RZ1,Debentures and Bonds,,,,,
975470,ICICI HOME FINANCE COMPANY LIMITED,810IHFC27,ICICI HOME FINANCE COMPANY Ltd,Active,F ,100000.00,INE071G07660,Debentures and Bonds,,,,,
975472,Kinara Capital Private Limited,13KCPL27,Kinara Capital Pvt Ltd,Active,F ,89135.69,INE200W07381,Debentures and Bonds,,,,,
975473,Axis Finance Limited,835AFL27,Axis Finance Ltd,Active,F ,100000.00,INE891K07952,Debentures and Bonds,,,,,
975474,Vistaar Financial Services Pvt Ltd,975VFSPL27,Vistaar Financial Services Pvt Ltd,Active,F ,33333.34,INE016P07195,Debentures and Bonds,,,,,
975475,Spandana Sphoorty Financial Limited,1075SSF26A,Spandana Sphoorty Financial Ltd,Active,F ,25000.00,INE572J07679,Debentures and Bonds,,,,,
975476,AXIS Bank Ltd.,764ABL34,AXIS Bank Ltd,Active,F ,100000.00,INE238A08492,Debentures and Bonds,,,,,
975477,POWER GRID CORPORATION OF INDIA LIMITED,735PGCIL34,POWER GRID CORPORATION OF INDIA Ltd,Active,F ,100000.00,INE752E08734,Debentures and Bonds,,,,,
975479,STANDARD CHARTERED CAPITAL LIMITED,825SCCL29,STANDARD CHARTERED CAPITAL Ltd,Active,F ,100000.00,INE403G07095,Debentures and Bonds,,,,,
975481,InCred Financial Services Limited,ICFSL7324,InCred Financial Services Ltd,Active,F ,100000.00,INE321N07392,Debentures and Bonds,,,,,
975482,PIPELINE INFRASTRUCTURE LTD.,796PIL27,PIPELINE INFRASTRUCTURE LTD,Active,F ,100000.00,INE01XX07059,Debentures and Bonds,,,,,
975483,PIPELINE INFRASTRUCTURE LTD.,796PIL28,PIPELINE INFRASTRUCTURE LTD,Active,F ,100000.00,INE01XX07042,Debentures and Bonds,,,,,
975484,PIPELINE INFRASTRUCTURE LTD.,796PIL29,PIPELINE INFRASTRUCTURE LTD,Active,F ,100000.00,INE01XX07034,Debentures and Bonds,,,,,
975485,Power Finance Corporation Ltd,755PFC27,Power Finance Corporation Ltd,Active,F ,100000.00,INE134E08MZ8,Debentures and Bonds,,,,,
975486,DMI Finance Private Limited,980DFPL27,DMI Finance Pvt Ltd,Active,F ,93750.00,INE604O08132,Debentures and Bonds,,,,,
975487,KERALA FINANCIAL CORPORATION,889KFC30,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07252,Debentures and Bonds,,,,,
975488,KERALA FINANCIAL CORPORATION,889KFC31,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07260,Debentures and Bonds,,,,,
975489,KERALA FINANCIAL CORPORATION,889KFC32,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07278,Debentures and Bonds,,,,,
975490,KERALA FINANCIAL CORPORATION,889KFC33,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07294,Debentures and Bonds,,,,,
975491,KERALA FINANCIAL CORPORATION,889KFC34,KERALA FINANCIAL CORPORATION,Active,F ,100000.00,INE818F07286,Debentures and Bonds,,,,,
975493,MAGNUM VENTURES LIMITED,18MVL27,MAGNUM VENTURES Ltd,Active,F ,26717.39,INE387I07013,Debentures and Bonds,,,,,
975494,JSW Steel Limited,839JSWSL27,JSW Steel Ltd,Active,F ,100000.00,INE019A08058,Debentures and Bonds,,,,,
975495,The Ramco Cements Limited,780TRCL28,The Ramco Cements Ltd,Active,F ,100000.00,INE331A07315,Debentures and Bonds,,,,,
975496,The Ramco Cements Limited,780TRC28,The Ramco Cements Ltd,Active,F ,100000.00,INE331A07323,Debentures and Bonds,,,,,
975497,The Ramco Cements Limited,780TRCL29,The Ramco Cements Ltd,Active,F ,100000.00,INE331A07331,Debentures and Bonds,,,,,
975499,India Infrastructure Finance Company Limited,734IIFCL39,India Infrastructure Finance Company Ltd,Active,F ,100000.00,INE787H08097,Debentures and Bonds,,,,,
975501,Adani Airport Holdings Limited,995AAHL27,Adani Airport Holdings Ltd,Active,F ,100000.00,INE0GCN07021,Debentures and Bonds,,,,,
975502,Adani Airport Holdings Limited,10AAHL29,Adani Airport Holdings Ltd,Active,F ,100000.00,INE0GCN07013,Debentures and Bonds,,,,,
975503,STAR HOUSING FINANCE LIMITED,1335SHFL27,STAR HOUSING FINANCE Ltd,Active,F ,75000.00,INE526R07025,Debentures and Bonds,,,,,
975505,Kotak Mahindra Prime Limited,805KMPL29,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SQ2,Debentures and Bonds,,,,,
975506,UGRO CAPITAL LIMITED,1250UCL29,UGRO CAPITAL Ltd,Active,F ,100000.00,INE583D08057,Debentures and Bonds,,,,,
975507,Indian Renewable Energy Development Agency Limited,757IREDL29,Indian Renewable Energy Development Agency Ltd,Active,F ,100000.00,INE202E08185,Debentures and Bonds,,,,,
975508,Aditya Birla Capital Ltd,833ABCL27,Aditya Birla Capital Ltd ,Active,F ,100000.00,INE860H07IY4,Debentures and Bonds,,,,,
975509,Indian Railway Finance Corporation,746IRFC29,Indian Railway Finance Corporation,Active,F ,100000.00,INE053F08387,Debentures and Bonds,,,,,
975510,Tyger Capital Private Limited,975TCPL27,Tyger Capital Private Ltd,Active,F ,100000.00,INE01EQ07095,Debentures and Bonds,,,,,
975511,Tyger Capital Private Limited,975TCP27,Tyger Capital Private Ltd,Active,F ,100000.00,INE01EQ07103,Debentures and Bonds,,,,,
975513,Muthoot Capital Services Ltd.,10MCSL27,Muthoot Capital Services Ltd,Active,F ,100000.00,INE296G07143,Debentures and Bonds,,,,,
975514,ECL Finance Limited,1040ECL27,Edelweiss Retail Finance Ltd,Active,F ,100000.00,INE528S07169,Debentures and Bonds,,,,,
975515,OXYZO Financial Services Limited,990OFSL027,OXYZO Financial Services Ltd,Active,F ,100000.00,INE04VS07321,Debentures and Bonds,,,,,
975516,Narayana Hrudayalaya Limited,825NHL29,Narayana Hrudayalaya Ltd,Active,F ,100000.00,INE410P08016,Debentures and Bonds,,,,,
975518,HDFC Bank Ltd.,765HDFC34,HDFC Bank Ltd,Active,F ,100000.00,INE040A08AK2,Debentures and Bonds,,,,,
975519,ESAF Small Finance Bank Ltd,11ESFB30,ESAF Small Finance Bank Ltd,Active,F ,100000.00,INE818W08123,Debentures and Bonds,,,,,
975520,ESAF Small Finance Bank Ltd,1110ESFB31,ESAF Small Finance Bank Ltd,Active,F ,100000.00,INE818W08115,Debentures and Bonds,,,,,
975522,Bharat Sanchar Nigam Limited,755BSNL34,Bharat Sanchar Nigam Ltd,Active,F ,100000.00,INE103D08047,Debentures and Bonds,,,,,
975523,Bharat Sanchar Nigam Limited,751BSNL34,Bharat Sanchar Nigam Ltd,Active,F ,100000.00,INE103D08054,Debentures and Bonds,,,,,
975524,Niwas Housing Finance Limited,940NHF26,Niwas Housing Finance Ltd,Active,F ,40000.00,INE01AI07025,Debentures and Bonds,,,,,
975525,Aditya Birla Housing Finance Limited,820ABHFL27,Aditya Birla Housing Finance Ltd,Active,F ,100000.00,INE831R07441,Debentures and Bonds,,,,,
975526,Magma General Insurance Limited,975MGICL34,Magma General Insurance Ltd,Active,F ,100000.00,INE312X08042,Debentures and Bonds,,,,,
975527,Magma General Insurance Limited,970MGICL34,Magma General Insurance Ltd,Active,F ,100000.00,INE312X08034,Debentures and Bonds,,,,,
975528,MAS Financial Services Limited,MFSLMCLR28,MAS Financial Services Ltd,Active,F ,50000.00,INE348L07183,Debentures and Bonds,,,,,
975530,Kotak Mahindra Investments Limited,838KMIL27,Kotak Mahindra Investments Ltd,Active,F ,100000.00,INE975F07IR8,Debentures and Bonds,,,,,
975531,Kotak Mahindra Investments Limited,837KMIL27,Kotak Mahindra Investments Ltd,Active,F ,100000.00,INE975F07IS6,Debentures and Bonds,,,,,
975533,DELHI INTERNATIONAL AIRPORT LIMITED,DIALRESE34,DELHI INTERNATIONAL AIRPORT Ltd,Active,F ,100000.00,INE657H08043,Debentures and Bonds,,,,,
975534,Bajaj Finance Limited,812BFL27,Bajaj Finance Ltd,Active,F ,100000.00,INE296A07SX7,Debentures and Bonds,,,,,
975535,Punjab National Bank,847PNBPERP,Punjab National Bank,Active,F ,10000000.00,INE160A08308,Debentures and Bonds,,,,,
975536,Solar Industries India Limited,SIILRESE27,Solar Industries India Ltd,Active,F ,100000.00,INE343H08024,Debentures and Bonds,,,,,
975537,Mindspace Business Parks REIT,793MBPR27,Mindspace Business Parks REIT,Active,F ,100000.00,INE0CCU07108,Debentures and Bonds,,,,,
975540,Indian Renewable Energy Development Agency Limited,759IRDA34,Indian Renewable Energy Development Agency Ltd,Active,F ,100000.00,INE202E08193,Debentures and Bonds,,,,,
975541,Axis Finance Limited,873AFLPERP,Axis Finance Ltd,Active,F ,10000000.00,INE891K08182,Debentures and Bonds,,,,,
975542,Mahindra Rural Housing Finance Limited,845MRHFL27,Mahindra Rural Housing Finance Ltd,Active,F ,100000.00,INE950O07453,Debentures and Bonds,,,,,
975543,Bharat Sanchar Nigam Limited,751BSNLD34,Bharat Sanchar Nigam Ltd,Active,F ,100000.00,INE103D08062,Debentures and Bonds,,,,,
975546,Electronica Finance Limited,129EFL29,Electronica Finance Ltd,Active,F ,100000.00,INE612U08058,Debentures and Bonds,,,,,
975548,TATA STEEL LIMITED,779TSL27,TATA STEEL Ltd,Active,F ,100000.00,INE081A08348,Debentures and Bonds,,,,,
975549,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,910KIIFB28,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08151,Debentures and Bonds,,,,,
975550,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,910KIIFB29,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08177,Debentures and Bonds,,,,,
975551,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,910KIIFB30,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08201,Debentures and Bonds,,,,,
975552,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,910KIIFB31,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08193,Debentures and Bonds,,,,,
975553,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,910KIIFB32,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08185,Debentures and Bonds,,,,,
975555,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,910KIIFB33,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08169,Debentures and Bonds,,,,,
975556,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD ,910KIIFB34,KERALA INFRASTRUCTURE INVESTMENT FUND BOARD,Active,F ,100000.00,INE658F08219,Debentures and Bonds,,,,,
975558,TARA CAPITAL PARTNERS INDIA PRIVATE LIMITED,9TCPL30,TARA CAPITAL PARTNERS INDIA Pvt Ltd,Active,F ,100000.00,INE0TI408015,Debentures and Bonds,,,,,
975561,OXYZO Financial Services Limited,975OFSL27,OXYZO Financial Services Ltd,Active,F ,40000.00,INE04VS07339,Debentures and Bonds,,,,,
975562,Spandana Sphoorty Financial Limited,981SSFL26,Spandana Sphoorty Financial Ltd,Active,F ,100000.00,INE572J07703,Debentures and Bonds,,,,,
975565,TRUST INVESTMENT ADVISORS PRIVATE LIMITED,910TIAPL31,TRUST INVESTMENT ADVISORS Pvt Ltd,Active,F ,100000.00,INE723X07208,Debentures and Bonds,,,,,
975567,VERITAS FINANCE LIMITED,975VFL28,Veritas Finance Ltd,Active,F ,100000.00,INE448U07232,Debentures and Bonds,,,,,
975568,VERITAS FINANCE LIMITED,975VFL26,Veritas Finance Ltd,Active,F ,100000.00,INE448U07240,Debentures and Bonds,,,,,
975569,IKF Finance Limited,995IFL27,IKF Finance Ltd,Active,F ,33334.00,INE859C07162,Debentures and Bonds,,,,,
975570,Northern Arc Capital Ltd.,965NACL27,Northern Arc Capital Ltd,Active,F ,33333.33,INE850M07467,Debentures and Bonds,,,,,
975571,ECap Equities Limited,EEL280324,ECap Equities Ltd,Active,F ,100000.00,INE468N07BC5,Debentures and Bonds,,,,,
975572,ECap Equities Limited,EEL280324A,ECap Equities Ltd,Active,F ,100000.00,INE468N07BD3,Debentures and Bonds,,,,,
975573,Manappuram Finance Limited,86MFL34,Manappuram Finance Ltd,Active,F ,100000.00,INE522D07CG9,Debentures and Bonds,,,,,
975574,PRATEEK REALTORS INDIA PRIVATE LIMITED,1950PRPL27,PRATEEK REALTORS INDIA Pvt Ltd,Active,F ,100000.00,INE0K4K07022,Debentures and Bonds,,,,,
975575,GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED,858GMRHI34,GMR HYDERABAD INTERNATIONAL AIRPORT Ltd,Active,F ,100000.00,INE802J07035,Debentures and Bonds,,,,,
975576,Aadhar Housing Finance Limited,825AHFL29,Aadhar Housing Finance Ltd,Active,F ,60000.00,INE883F07348,Debentures and Bonds,,,,,
975577,VAJRA 007 TRUST,975V07T30,VAJRA 007 TRUST,Active,F ,2322488.76,INE0UQJ15015,Debentures and Bonds,,,,,
975578,Vajra 008 Trust,975V08T27,Vajra 008 Trust,Active,F ,1946169.92,INE0UQO15015,Debentures and Bonds,,,,,
975579,SK Finance Limited,925SKF26,SK Finance Ltd,Active,F ,100000.00,INE124N07689,Debentures and Bonds,,,,,
975580,DVARA KSHETRIYA GRAMIN FINANCIAL SERVICES PRIVATE LIMITED,1430DKGF29,DVARA KSHETRIYA GRAMIN FINANCIAL SERVICES Pvt Ltd,Active,F ,100000.00,INE179P08066,Debentures and Bonds,,,,,
975583,PLUM 24-11,92PM241127,PLUM 24-11,Active,F ,783917.79,INE0UT815015,Debentures and Bonds,,,,,
975584,NASHVILLE 03 2024,990NVL0334,NASHVILLE 03 2024,Active,F ,1.00,INE0UV115016,Debentures and Bonds,,,,,
975585,Sammaan Capital Limited,975SCL27,Sammaan Capital Ltd,Active,F ,100000.00,INE148I07SY1,Debentures and Bonds,,,,,
975586,Truhome Finance Limited,925THFL27,Truhome Finance Ltd,Active,F ,100000.00,INE432R07414,Debentures and Bonds,,,,,
975587,Kotak Mahindra Prime Limited,814KMPL27,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SR0,Debentures and Bonds,,,,,
975588,POONAWALLA FINCORP LIMITED,832PFL26,POONAWALLA FINCORP Ltd,Active,F ,100000.00,INE511C07813,Debentures and Bonds,,,,,
975589,REC LIMITED,759RL27,REC Ltd,Active,F ,100000.00,INE020B08FA2,Debentures and Bonds,,,,,
975590,REC LIMITED,745RL34,REC Ltd,Active,F ,100000.00,INE020B08EZ2,Debentures and Bonds,,,,,
975591,Keertana Finserv Limited,1140KFL26,Keertana Finserv Ltd,Active,F ,12500.00,INE0NES07097,Debentures and Bonds,,,,,
975593,Cholamandalam Investment and Finance Company Ltd,854CIFC29,Cholamandalam Investment and Finance Company Ltd,Active,F ,100000.00,INE121A07RZ4,Debentures and Bonds,,,,,
975594,Nuvama Wealth Finance Limited,NWFL12424,Nuvama Wealth Finance Ltd,Active,F ,100000.00,INE918K07PF8,Debentures and Bonds,,,,,
975597,Vistaar Financial Services Pvt Ltd,965VFSPL27,Vistaar Financial Services Pvt Ltd,Active,F ,41666.67,INE016P07211,Debentures and Bonds,,,,,
975598,Five-Star Business Finance Ltd.,940FSBFL28,Five-Star Business Finance Ltd,Active,F ,100000.00,INE128S07614,Debentures and Bonds,,,,,
975599,Axis Finance Limited,829AXFL27,Axis Finance Ltd,Active,F ,100000.00,INE891K07978,Debentures and Bonds,,,,,
975601,ICICI HOME FINANCE COMPANY LIMITED,802IHFC29,ICICI HOME FINANCE COMPANY Ltd,Active,F ,100000.00,INE071G07678,Debentures and Bonds,,,,,
975602,Aditya Birla Capital Ltd,831ABCL34,Aditya Birla Capital Ltd ,Active,F ,100000.00,INE860H08EL8,Debentures and Bonds,,,,,
975603,POWER GRID CORPORATION OF INDIA LIMITED,755PGCI34,POWER GRID CORPORATION OF INDIA Ltd,Active,F ,90000.00,INE752E08742,Debentures and Bonds,,,,,
975604,SATIN CREDITCARE NETWORK LIMITED,1060SCNL26,SATIN CREDITCARE NETWORK Ltd,Active,F ,40000.00,INE836B07840,Debentures and Bonds,,,,,
975605,ANNAPURNA FINANCE PRIVATE LIMITED,12AFPL30,ANNAPURNA FINANCE Pvt Ltd,Active,F ,100000.00,INE515Q08267,Debentures and Bonds,,,,,
975607,A.K. Capital Finance Ltd.,935AKCFL27,AK Capital Finance Ltd,Active,F ,83334.00,INE197P07326,Debentures and Bonds,,,,,
975608,Kotak Mahindra Prime Limited,805KMPL29A,Kotak Mahindra Prime Ltd,Active,F ,100000.00,INE916DA7SS8,Debentures and Bonds,,,,,
975609,2024 PL DAMIAN,99024PLD28,2024 PL DAMIAN,Active,F ,1.00,INE0VIC15015,Debentures and Bonds,,,,,
975610,ACHIIEVERS FINANCE INDIA LIMITED,1175AFI27,Achiievers Finance India Ltd,Active,F ,100000.00,INE065507AE1,Debentures and Bonds,,,,,
975613,ACHIIEVERS FINANCE INDIA LIMITED,AFI260324,Achiievers Finance India Ltd,Active,F ,100000.00,INE065507AK8,Debentures and Bonds,,,,,
975614,ACHIIEVERS FINANCE INDIA LIMITED,AFI260324A,Achiievers Finance India Ltd,Active,F ,100000.00,INE065507AL6,Debentures and Bonds,,,,,
975615,ACHIIEVERS FINANCE INDIA LIMITED,12AFI29,Achiievers Finance India Ltd,Active,F ,100000.00,INE065507AF8,Debentures and Bonds,,,,,
975617,ACHIIEVERS FINANCE INDIA LIMITED,1225AFI27,Achiievers Finance India Ltd,Active,F ,100000.00,INE065507AH4,Debentures and Bonds,,,,,
975618,Berar Finance Limited,1165BRFL26,Berar Finance Ltd,Active,F ,25000.00,INE998Y07147,Debentures and Bonds,,,,,
975620,India Infrastructure Finance Company Limited,751IIFCL39,India Infrastructure Finance Company Ltd,Active,F ,100000.00,INE787H08105,Debentures and Bonds,,,,,
975621,Total Environment Constructions private Limited ,1353TECP29,Total Environment Constructions Pvt Ltd,Active,F ,85714.00,INE257Y07049,Debentures and Bonds,,,,,
